"branch_name","order_hour","Weekday","Forecast PRE_FILTER (CUSTOM)"
"Ar Rawabi (MED)",19,"Sun",0
"Ar Rawabi (MED)",19,"Mon",0
"Ar Rawabi (MED)",19,"Tue",0
"Ar Rawabi (MED)",19,"Wed",0.8010527064513835
"Ar Rawabi (MED)",19,"Thu",0
"Ar Rawabi (MED)",19,"Fri",0.8010527064513835
"Ar Rawabi (MED)",19,"Sat",0
"Ar Rawabi (MED)",20,"Sun",0.8010527064513835
"Ar Rawabi (MED)",20,"Mon",0
"Ar Rawabi (MED)",20,"Tue",3.204210825805534
"Ar Rawabi (MED)",20,"Wed",0
"Ar Rawabi (MED)",20,"Thu",0
"Ar Rawabi (MED)",20,"Fri",1.602105412902767
"Ar Rawabi (MED)",20,"Sat",1.602105412902767
"Ar Rawabi (MED)",21,"Sun",1.602105412902767
"Ar Rawabi (MED)",21,"Mon",0.8010527064513835
"Ar Rawabi (MED)",21,"Tue",1.602105412902767
"Ar Rawabi (MED)",21,"Wed",0.8010527064513835
"Ar Rawabi (MED)",21,"Thu",1.602105412902767
"Ar Rawabi (MED)",21,"Fri",0
"Ar Rawabi (MED)",21,"Sat",0.8010527064513835
"Ar Rawabi (MED)",22,"Sun",0
"Ar Rawabi (MED)",22,"Mon",0.8010527064513835
"Ar Rawabi (MED)",22,"Tue",0
"Ar Rawabi (MED)",22,"Wed",3.204210825805534
"Ar Rawabi (MED)",22,"Thu",2.4031581193541505
"Ar Rawabi (MED)",22,"Fri",0.8010527064513835
"Ar Rawabi (MED)",22,"Sat",0.8010527064513835
"Ar Rawabi (MED)",23,"Sun",0
"Ar Rawabi (MED)",23,"Mon",0
"Ar Rawabi (MED)",23,"Tue",0
"Ar Rawabi (MED)",23,"Wed",0.8010527064513835
"Ar Rawabi (MED)",23,"Thu",1.602105412902767
"Ar Rawabi (MED)",23,"Fri",1.602105412902767
"Ar Rawabi (MED)",23,"Sat",1.602105412902767
"Ar Rusayfah (MAK)",0,"Sun",0
"Ar Rusayfah (MAK)",0,"Mon",0.8010527064513835
"Ar Rusayfah (MAK)",0,"Tue",0
"Ar Rusayfah (MAK)",0,"Wed",2.4031581193541505
"Ar Rusayfah (MAK)",0,"Thu",1.602105412902767
"Ar Rusayfah (MAK)",0,"Fri",4.005263532256917
"Ar Rusayfah (MAK)",0,"Sat",0
"Ar Rusayfah (MAK)",1,"Sun",0
"Ar Rusayfah (MAK)",1,"Mon",0
"Ar Rusayfah (MAK)",1,"Tue",0
"Ar Rusayfah (MAK)",1,"Wed",0
"Ar Rusayfah (MAK)",1,"Thu",0
"Ar Rusayfah (MAK)",1,"Fri",0
"Ar Rusayfah (MAK)",1,"Sat",0
"Ar Rusayfah (MAK)",2,"Sun",0
"Ar Rusayfah (MAK)",2,"Mon",0
"Ar Rusayfah (MAK)",2,"Tue",0
"Ar Rusayfah (MAK)",2,"Wed",0
"Ar Rusayfah (MAK)",2,"Thu",0
"Ar Rusayfah (MAK)",2,"Fri",0
"Ar Rusayfah (MAK)",2,"Sat",0
"Ar Rusayfah (MAK)",3,"Sun",0
"Ar Rusayfah (MAK)",3,"Mon",0
"Ar Rusayfah (MAK)",3,"Tue",0
"Ar Rusayfah (MAK)",3,"Wed",0
"Ar Rusayfah (MAK)",3,"Thu",0
"Ar Rusayfah (MAK)",3,"Fri",0
"Ar Rusayfah (MAK)",3,"Sat",0
"Ar Rusayfah (MAK)",4,"Sun",0
"Ar Rusayfah (MAK)",4,"Mon",0
"Ar Rusayfah (MAK)",4,"Tue",0
"Ar Rusayfah (MAK)",4,"Wed",0
"Ar Rusayfah (MAK)",4,"Thu",0
"Ar Rusayfah (MAK)",4,"Fri",0
"Ar Rusayfah (MAK)",4,"Sat",0
"Ar Rusayfah (MAK)",5,"Sun",0
"Ar Rusayfah (MAK)",5,"Mon",0
"Ar Rusayfah (MAK)",5,"Tue",0
"Ar Rusayfah (MAK)",5,"Wed",0
"Ar Rusayfah (MAK)",5,"Thu",0
"Ar Rusayfah (MAK)",5,"Fri",0
"Ar Rusayfah (MAK)",5,"Sat",0
"Ar Rusayfah (MAK)",6,"Sun",0
"Ar Rusayfah (MAK)",6,"Mon",0
"Ar Rusayfah (MAK)",6,"Tue",0
"Ar Rusayfah (MAK)",6,"Wed",0
"Ar Rusayfah (MAK)",6,"Thu",0
"Ar Rusayfah (MAK)",6,"Fri",0
"Ar Rusayfah (MAK)",6,"Sat",0
"Ar Rusayfah (MAK)",7,"Sun",0
"Ar Rusayfah (MAK)",7,"Mon",0
"Ar Rusayfah (MAK)",7,"Tue",0
"Ar Rusayfah (MAK)",7,"Wed",0
"Ar Rusayfah (MAK)",7,"Thu",0
"Ar Rusayfah (MAK)",7,"Fri",0
"Ar Rusayfah (MAK)",7,"Sat",0
"Ar Rusayfah (MAK)",8,"Sun",0
"Ar Rusayfah (MAK)",8,"Mon",0
"Ar Rusayfah (MAK)",8,"Tue",0
"Ar Rusayfah (MAK)",8,"Wed",0
"Ar Rusayfah (MAK)",8,"Thu",0
"Ar Rusayfah (MAK)",8,"Fri",0
"Ar Rusayfah (MAK)",8,"Sat",0
"Ar Rusayfah (MAK)",9,"Sun",0
"Ar Rusayfah (MAK)",9,"Mon",0.8010527064513835
"Ar Rusayfah (MAK)",9,"Tue",0
"Ar Rusayfah (MAK)",9,"Wed",0
"Ar Rusayfah (MAK)",9,"Thu",0
"Ar Rusayfah (MAK)",9,"Fri",0.8010527064513835
"Ar Rusayfah (MAK)",9,"Sat",0
"Ar Rusayfah (MAK)",10,"Sun",0
"Ar Rusayfah (MAK)",10,"Mon",0
"Ar Rusayfah (MAK)",10,"Tue",0.8010527064513835
"Ar Rusayfah (MAK)",10,"Wed",0
"Ar Rusayfah (MAK)",10,"Thu",0
"Ar Rusayfah (MAK)",10,"Fri",0
"Ar Rusayfah (MAK)",10,"Sat",0
"Ar Rusayfah (MAK)",11,"Sun",0
"Ar Rusayfah (MAK)",11,"Mon",0
"Ar Rusayfah (MAK)",11,"Tue",0
"Ar Rusayfah (MAK)",11,"Wed",0
"Ar Rusayfah (MAK)",11,"Thu",0.8010527064513835
"Ar Rusayfah (MAK)",11,"Fri",0
"Ar Rusayfah (MAK)",11,"Sat",0
"Ar Rusayfah (MAK)",12,"Sun",0
"Ar Rusayfah (MAK)",12,"Mon",0
"Ar Rusayfah (MAK)",12,"Tue",2.4031581193541505
"Ar Rusayfah (MAK)",12,"Wed",0
"Ar Rusayfah (MAK)",12,"Thu",0
"Ar Rusayfah (MAK)",12,"Fri",0.8010527064513835
"Ar Rusayfah (MAK)",12,"Sat",0
"Ar Rusayfah (MAK)",13,"Sun",0.8010527064513835
"Ar Rusayfah (MAK)",13,"Mon",0.8010527064513835
"Ar Rusayfah (MAK)",13,"Tue",0
"Ar Rusayfah (MAK)",13,"Wed",1.602105412902767
"Ar Rusayfah (MAK)",13,"Thu",3.204210825805534
"Ar Rusayfah (MAK)",13,"Fri",2.4031581193541505
"Ar Rusayfah (MAK)",13,"Sat",0.8010527064513835
"Ar Rusayfah (MAK)",14,"Sun",1.602105412902767
"Ar Rusayfah (MAK)",14,"Mon",0.8010527064513835
"Ar Rusayfah (MAK)",14,"Tue",0
"Ar Rusayfah (MAK)",14,"Wed",2.4031581193541505
"Ar Rusayfah (MAK)",14,"Thu",0.8010527064513835
"Ar Rusayfah (MAK)",14,"Fri",2.4031581193541505
"Ar Rusayfah (MAK)",14,"Sat",1.602105412902767
"Ar Rusayfah (MAK)",15,"Sun",0
"Ar Rusayfah (MAK)",15,"Mon",0
"Ar Rusayfah (MAK)",15,"Tue",0.8010527064513835
"Ar Rusayfah (MAK)",15,"Wed",0
"Ar Rusayfah (MAK)",15,"Thu",0
"Ar Rusayfah (MAK)",15,"Fri",1.602105412902767
"Ar Rusayfah (MAK)",15,"Sat",2.4031581193541505
"Ar Rusayfah (MAK)",16,"Sun",0
"Ar Rusayfah (MAK)",16,"Mon",2.4031581193541505
"Ar Rusayfah (MAK)",16,"Tue",1.602105412902767
"Ar Rusayfah (MAK)",16,"Wed",0.8010527064513835
"Ar Rusayfah (MAK)",16,"Thu",0.8010527064513835
"Ar Rusayfah (MAK)",16,"Fri",0.8010527064513835
"Ar Rusayfah (MAK)",16,"Sat",0
"Ar Rusayfah (MAK)",17,"Sun",0.8010527064513835
"Ar Rusayfah (MAK)",17,"Mon",1.602105412902767
"Ar Rusayfah (MAK)",17,"Tue",0.8010527064513835
"Ar Rusayfah (MAK)",17,"Wed",0
"Ar Rusayfah (MAK)",17,"Thu",2.4031581193541505
"Ar Rusayfah (MAK)",17,"Fri",3.204210825805534
"Ar Rusayfah (MAK)",17,"Sat",0.8010527064513835
"Ar Rusayfah (MAK)",18,"Sun",0.8010527064513835
"Ar Rusayfah (MAK)",18,"Mon",0.8010527064513835
"Ar Rusayfah (MAK)",18,"Tue",0
"Ar Rusayfah (MAK)",18,"Wed",1.602105412902767
"Ar Rusayfah (MAK)",18,"Thu",3.204210825805534
"Ar Rusayfah (MAK)",18,"Fri",0
"Ar Rusayfah (MAK)",18,"Sat",1.602105412902767
"Ar Rusayfah (MAK)",19,"Sun",0
"Ar Rusayfah (MAK)",19,"Mon",0
"Ar Rusayfah (MAK)",19,"Tue",4.005263532256917
"Ar Rusayfah (MAK)",19,"Wed",0.8010527064513835
"Ar Rusayfah (MAK)",19,"Thu",1.602105412902767
"Ar Rusayfah (MAK)",19,"Fri",0.8010527064513835
"Ar Rusayfah (MAK)",19,"Sat",1.602105412902767
"Ar Rusayfah (MAK)",20,"Sun",1.602105412902767
"Ar Rusayfah (MAK)",20,"Mon",2.4031581193541505
"Ar Rusayfah (MAK)",20,"Tue",2.4031581193541505
"Ar Rusayfah (MAK)",20,"Wed",4.005263532256917
"Ar Rusayfah (MAK)",20,"Thu",2.4031581193541505
"Ar Rusayfah (MAK)",20,"Fri",1.602105412902767
"Ar Rusayfah (MAK)",20,"Sat",1.602105412902767
"Ar Rusayfah (MAK)",21,"Sun",0.8010527064513835
"Ar Rusayfah (MAK)",21,"Mon",0.8010527064513835
"Ar Rusayfah (MAK)",21,"Tue",2.4031581193541505
"Ar Rusayfah (MAK)",21,"Wed",3.204210825805534
"Ar Rusayfah (MAK)",21,"Thu",6.408421651611068
"Ar Rusayfah (MAK)",21,"Fri",6.408421651611068
"Ar Rusayfah (MAK)",21,"Sat",2.4031581193541505
"Ar Rusayfah (MAK)",22,"Sun",0.8010527064513835
"Ar Rusayfah (MAK)",22,"Mon",0
"Ar Rusayfah (MAK)",22,"Tue",0.8010527064513835
"Ar Rusayfah (MAK)",22,"Wed",2.4031581193541505
"Ar Rusayfah (MAK)",22,"Thu",2.4031581193541505
"Ar Rusayfah (MAK)",22,"Fri",2.4031581193541505
"Ar Rusayfah (MAK)",22,"Sat",0.8010527064513835
"Ar Rusayfah (MAK)",23,"Sun",0.8010527064513835
"Ar Rusayfah (MAK)",23,"Mon",3.204210825805534
"Ar Rusayfah (MAK)",23,"Tue",0.8010527064513835
"Ar Rusayfah (MAK)",23,"Wed",1.602105412902767
"Ar Rusayfah (MAK)",23,"Thu",0.8010527064513835
"Ar Rusayfah (MAK)",23,"Fri",1.602105412902767
"Ar Rusayfah (MAK)",23,"Sat",1.602105412902767
"Arar (Ar)",0,"Sun",0.8010527064513835
"Arar (Ar)",0,"Mon",2.4031581193541505
"Arar (Ar)",0,"Tue",0.8010527064513835
"Arar (Ar)",0,"Wed",2.4031581193541505
"Arar (Ar)",0,"Thu",2.4031581193541505
"Arar (Ar)",0,"Fri",3.204210825805534
"Arar (Ar)",0,"Sat",1.602105412902767
"Arar (Ar)",1,"Sun",0
"Arar (Ar)",1,"Mon",0
"Arar (Ar)",1,"Tue",0
"Arar (Ar)",1,"Wed",0
"Arar (Ar)",1,"Thu",0.8010527064513835
"Arar (Ar)",1,"Fri",0
"Arar (Ar)",1,"Sat",0
"Arar (Ar)",2,"Sun",0
"Arar (Ar)",2,"Mon",0
"Arar (Ar)",2,"Tue",0
"Arar (Ar)",2,"Wed",0
"Arar (Ar)",2,"Thu",0
"Arar (Ar)",2,"Fri",0.8010527064513835
"Arar (Ar)",2,"Sat",0
"Arar (Ar)",3,"Sun",0
"Arar (Ar)",3,"Mon",0
"Arar (Ar)",3,"Tue",0
"Arar (Ar)",3,"Wed",0
"Arar (Ar)",3,"Thu",0
"Arar (Ar)",3,"Fri",0
"Arar (Ar)",3,"Sat",0
"Arar (Ar)",4,"Sun",0
"Arar (Ar)",4,"Mon",0
"Arar (Ar)",4,"Tue",0
"Arar (Ar)",4,"Wed",0
"Arar (Ar)",4,"Thu",0
"Arar (Ar)",4,"Fri",0
"Arar (Ar)",4,"Sat",0
"Arar (Ar)",5,"Sun",0
"Arar (Ar)",5,"Mon",0
"Arar (Ar)",5,"Tue",0
"Arar (Ar)",5,"Wed",0
"Arar (Ar)",5,"Thu",0
"Arar (Ar)",5,"Fri",0
"Arar (Ar)",5,"Sat",0
"Arar (Ar)",6,"Sun",0
"Arar (Ar)",6,"Mon",0
"Arar (Ar)",6,"Tue",0
"Arar (Ar)",6,"Wed",0
"Arar (Ar)",6,"Thu",0
"Arar (Ar)",6,"Fri",0
"Arar (Ar)",6,"Sat",0
"Arar (Ar)",7,"Sun",0
"Arar (Ar)",7,"Mon",0
"Arar (Ar)",7,"Tue",0
"Arar (Ar)",7,"Wed",0
"Arar (Ar)",7,"Thu",0
"Arar (Ar)",7,"Fri",0
"Arar (Ar)",7,"Sat",0
"Arar (Ar)",8,"Sun",0
"Arar (Ar)",8,"Mon",0
"Arar (Ar)",8,"Tue",0
"Arar (Ar)",8,"Wed",0
"Arar (Ar)",8,"Thu",0
"Arar (Ar)",8,"Fri",0
"Arar (Ar)",8,"Sat",0
"Arar (Ar)",9,"Sun",0
"Arar (Ar)",9,"Mon",0
"Arar (Ar)",9,"Tue",0
"Arar (Ar)",9,"Wed",0
"Arar (Ar)",9,"Thu",0
"Arar (Ar)",9,"Fri",0
"Arar (Ar)",9,"Sat",0
"Arar (Ar)",10,"Sun",0.8010527064513835
"Arar (Ar)",10,"Mon",0
"Arar (Ar)",10,"Tue",0
"Arar (Ar)",10,"Wed",0
"Arar (Ar)",10,"Thu",0
"Arar (Ar)",10,"Fri",0
"Arar (Ar)",10,"Sat",0
"Arar (Ar)",11,"Sun",0
"Arar (Ar)",11,"Mon",0
"Arar (Ar)",11,"Tue",0
"Arar (Ar)",11,"Wed",0.8010527064513835
"Arar (Ar)",11,"Thu",0
"Arar (Ar)",11,"Fri",0
"Arar (Ar)",11,"Sat",0
"Arar (Ar)",12,"Sun",0
"Arar (Ar)",12,"Mon",0
"Arar (Ar)",12,"Tue",0.8010527064513835
"Arar (Ar)",12,"Wed",0
"Arar (Ar)",12,"Thu",1.602105412902767
"Arar (Ar)",12,"Fri",0.8010527064513835
"Arar (Ar)",12,"Sat",0
"Arar (Ar)",13,"Sun",0.8010527064513835
"Arar (Ar)",13,"Mon",0.8010527064513835
"Arar (Ar)",13,"Tue",2.4031581193541505
"Arar (Ar)",13,"Wed",1.602105412902767
"Arar (Ar)",13,"Thu",0
"Arar (Ar)",13,"Fri",1.602105412902767
"Arar (Ar)",13,"Sat",0.8010527064513835
"Arar (Ar)",14,"Sun",2.4031581193541505
"Arar (Ar)",14,"Mon",0
"Arar (Ar)",14,"Tue",1.602105412902767
"Arar (Ar)",14,"Wed",0
"Arar (Ar)",14,"Thu",0
"Arar (Ar)",14,"Fri",0.8010527064513835
"Arar (Ar)",14,"Sat",0
"Arar (Ar)",15,"Sun",1.602105412902767
"Arar (Ar)",15,"Mon",0
"Arar (Ar)",15,"Tue",0
"Arar (Ar)",15,"Wed",0
"Arar (Ar)",15,"Thu",0
"Arar (Ar)",15,"Fri",0.8010527064513835
"Arar (Ar)",15,"Sat",0
"Arar (Ar)",16,"Sun",0
"Arar (Ar)",16,"Mon",0
"Arar (Ar)",16,"Tue",0.8010527064513835
"Arar (Ar)",16,"Wed",0.8010527064513835
"Arar (Ar)",16,"Thu",0.8010527064513835
"Arar (Ar)",16,"Fri",0
"Arar (Ar)",16,"Sat",0.8010527064513835
"Arar (Ar)",17,"Sun",0
"Arar (Ar)",17,"Mon",0.8010527064513835
"Arar (Ar)",17,"Tue",1.602105412902767
"Arar (Ar)",17,"Wed",0
"Arar (Ar)",17,"Thu",2.4031581193541505
"Arar (Ar)",17,"Fri",0
"Arar (Ar)",17,"Sat",0
"Arar (Ar)",18,"Sun",0
"Arar (Ar)",18,"Mon",2.4031581193541505
"Arar (Ar)",18,"Tue",4.806316238708301
"Arar (Ar)",18,"Wed",0.8010527064513835
"Arar (Ar)",18,"Thu",0.8010527064513835
"Arar (Ar)",18,"Fri",0
"Arar (Ar)",18,"Sat",0
"Arar (Ar)",19,"Sun",0.8010527064513835
"Arar (Ar)",19,"Mon",0
"Arar (Ar)",19,"Tue",0.8010527064513835
"Arar (Ar)",19,"Wed",1.602105412902767
"Arar (Ar)",19,"Thu",0.8010527064513835
"Arar (Ar)",19,"Fri",0.8010527064513835
"Arar (Ar)",19,"Sat",0.8010527064513835
"Arar (Ar)",20,"Sun",0
"Arar (Ar)",20,"Mon",0
"Arar (Ar)",20,"Tue",0.8010527064513835
"Arar (Ar)",20,"Wed",3.204210825805534
"Arar (Ar)",20,"Thu",2.4031581193541505
"Arar (Ar)",20,"Fri",0.8010527064513835
"Arar (Ar)",20,"Sat",0.8010527064513835
"Arar (Ar)",21,"Sun",0.8010527064513835
"Arar (Ar)",21,"Mon",0.8010527064513835
"Arar (Ar)",21,"Tue",3.204210825805534
"Arar (Ar)",21,"Wed",1.602105412902767
"Arar (Ar)",21,"Thu",3.204210825805534
"Arar (Ar)",21,"Fri",0.8010527064513835
"Arar (Ar)",21,"Sat",1.602105412902767
"Arar (Ar)",22,"Sun",0.8010527064513835
"Arar (Ar)",22,"Mon",2.4031581193541505
"Arar (Ar)",22,"Tue",1.602105412902767
"Arar (Ar)",22,"Wed",1.602105412902767
"Arar (Ar)",22,"Thu",1.602105412902767
"Arar (Ar)",22,"Fri",1.602105412902767
"Arar (Ar)",22,"Sat",0.8010527064513835
"Arar (Ar)",23,"Sun",0.8010527064513835
"Arar (Ar)",23,"Mon",1.602105412902767
"Arar (Ar)",23,"Tue",2.4031581193541505
"Arar (Ar)",23,"Wed",2.4031581193541505
"Arar (Ar)",23,"Thu",1.602105412902767
"Arar (Ar)",23,"Fri",2.4031581193541505
"Arar (Ar)",23,"Sat",2.4031581193541505
"Aridh (MED)",0,"Sun",0
"Aridh (MED)",0,"Mon",0
"Aridh (MED)",0,"Tue",0
"Aridh (MED)",0,"Wed",0
"Aridh (MED)",0,"Thu",0
"Aridh (MED)",0,"Fri",0.8010527064513835
"Aridh (MED)",0,"Sat",0
"Aridh (MED)",1,"Sun",0
"Aridh (MED)",1,"Mon",0
"Aridh (MED)",1,"Tue",0
"Aridh (MED)",1,"Wed",0
"Aridh (MED)",1,"Thu",0
"Aridh (MED)",1,"Fri",0
"Aridh (MED)",1,"Sat",0
"Aridh (MED)",2,"Sun",0
"Aridh (MED)",2,"Mon",0
"Aridh (MED)",2,"Tue",0
"Aridh (MED)",2,"Wed",0
"Aridh (MED)",2,"Thu",0
"Aridh (MED)",2,"Fri",0
"Aridh (MED)",2,"Sat",0
"Aridh (MED)",3,"Sun",0
"Aridh (MED)",3,"Mon",0
"Aridh (MED)",3,"Tue",0
"Aridh (MED)",3,"Wed",0
"Aridh (MED)",3,"Thu",0
"Aridh (MED)",3,"Fri",0
"Aridh (MED)",3,"Sat",0
"Aridh (MED)",4,"Sun",0
"Aridh (MED)",4,"Mon",0
"Aridh (MED)",4,"Tue",0
"Aridh (MED)",4,"Wed",0
"Aridh (MED)",4,"Thu",0
"Aridh (MED)",4,"Fri",0
"Aridh (MED)",4,"Sat",0
"Aridh (MED)",5,"Sun",0
"Aridh (MED)",5,"Mon",0
"Aridh (MED)",5,"Tue",0
"Aridh (MED)",5,"Wed",0
"Aridh (MED)",5,"Thu",0
"Aridh (MED)",5,"Fri",0
"Aridh (MED)",5,"Sat",0
"Aridh (MED)",6,"Sun",0
"Aridh (MED)",6,"Mon",0
"Aridh (MED)",6,"Tue",0
"Aridh (MED)",6,"Wed",0
"Aridh (MED)",6,"Thu",0
"Aridh (MED)",6,"Fri",0
"Aridh (MED)",6,"Sat",0
"Aridh (MED)",7,"Sun",0
"Aridh (MED)",7,"Mon",0
"Aridh (MED)",7,"Tue",0
"Aridh (MED)",7,"Wed",0
"Aridh (MED)",7,"Thu",0
"Aridh (MED)",7,"Fri",0
"Aridh (MED)",7,"Sat",0
"Aridh (MED)",8,"Sun",0
"Aridh (MED)",8,"Mon",0
"Aridh (MED)",8,"Tue",0
"Aridh (MED)",8,"Wed",0
"Aridh (MED)",8,"Thu",0
"Aridh (MED)",8,"Fri",0
"Aridh (MED)",8,"Sat",0
"Aridh (MED)",9,"Sun",0
"Aridh (MED)",9,"Mon",0
"Aridh (MED)",9,"Tue",0
"Aridh (MED)",9,"Wed",0
"Aridh (MED)",9,"Thu",0
"Aridh (MED)",9,"Fri",0
"Aridh (MED)",9,"Sat",0
"Aridh (MED)",10,"Sun",0
"Aridh (MED)",10,"Mon",0
"Aridh (MED)",10,"Tue",0
"Aridh (MED)",10,"Wed",0
"Aridh (MED)",10,"Thu",0
"Aridh (MED)",10,"Fri",0
"Aridh (MED)",10,"Sat",0
"Aridh (MED)",11,"Sun",0
"Aridh (MED)",11,"Mon",0
"Aridh (MED)",11,"Tue",0
"Aridh (MED)",11,"Wed",0
"Aridh (MED)",11,"Thu",0
"Aridh (MED)",11,"Fri",0
"Aridh (MED)",11,"Sat",0
"Aridh (MED)",12,"Sun",0
"Aridh (MED)",12,"Mon",0.8010527064513835
"Aridh (MED)",12,"Tue",0
"Aridh (MED)",12,"Wed",0
"Aridh (MED)",12,"Thu",0.8010527064513835
"Aridh (MED)",12,"Fri",0.8010527064513835
"Aridh (MED)",12,"Sat",0
"Aridh (MED)",13,"Sun",0.8010527064513835
"Aridh (MED)",13,"Mon",1.602105412902767
"Aridh (MED)",13,"Tue",0.8010527064513835
"Aridh (MED)",13,"Wed",1.602105412902767
"Aridh (MED)",13,"Thu",0.8010527064513835
"Aridh (MED)",13,"Fri",0
"Aridh (MED)",13,"Sat",0
"Aridh (MED)",14,"Sun",0
"Aridh (MED)",14,"Mon",1.602105412902767
"Aridh (MED)",14,"Tue",0.8010527064513835
"Aridh (MED)",14,"Wed",0
"Aridh (MED)",14,"Thu",0.8010527064513835
"Aridh (MED)",14,"Fri",0
"Aridh (MED)",14,"Sat",0
"Aridh (MED)",15,"Sun",0
"Aridh (MED)",15,"Mon",0
"Aridh (MED)",15,"Tue",0
"Aridh (MED)",15,"Wed",0.8010527064513835
"Aridh (MED)",15,"Thu",0
"Aridh (MED)",15,"Fri",4.005263532256917
"Aridh (MED)",15,"Sat",0
"Aridh (MED)",16,"Sun",0
"Aridh (MED)",16,"Mon",1.602105412902767
"Aridh (MED)",16,"Tue",0
"Aridh (MED)",16,"Wed",0
"Aridh (MED)",16,"Thu",3.204210825805534
"Aridh (MED)",16,"Fri",0
"Aridh (MED)",16,"Sat",0
"Aridh (MED)",17,"Sun",1.602105412902767
"Aridh (MED)",17,"Mon",0
"Aridh (MED)",17,"Tue",1.602105412902767
"Aridh (MED)",17,"Wed",3.204210825805534
"Aridh (MED)",17,"Thu",0
"Aridh (MED)",17,"Fri",0
"Aridh (MED)",17,"Sat",0
"Aridh (MED)",18,"Sun",0
"Aridh (MED)",18,"Mon",0.8010527064513835
"Aridh (MED)",18,"Tue",3.204210825805534
"Aridh (MED)",18,"Wed",1.602105412902767
"Aridh (MED)",18,"Thu",0.8010527064513835
"Aridh (MED)",18,"Fri",0.8010527064513835
"Aridh (MED)",18,"Sat",1.602105412902767
"Aridh (MED)",19,"Sun",0
"Aridh (MED)",19,"Mon",1.602105412902767
"Aridh (MED)",19,"Tue",3.204210825805534
"Aridh (MED)",19,"Wed",0
"Aridh (MED)",19,"Thu",0.8010527064513835
"Aridh (MED)",19,"Fri",1.602105412902767
"Aridh (MED)",19,"Sat",3.204210825805534
"Aridh (MED)",20,"Sun",1.602105412902767
"Aridh (MED)",20,"Mon",3.204210825805534
"Aridh (MED)",20,"Tue",0
"Aridh (MED)",20,"Wed",2.4031581193541505
"Aridh (MED)",20,"Thu",2.4031581193541505
"Aridh (MED)",20,"Fri",1.602105412902767
"Aridh (MED)",20,"Sat",1.602105412902767
"Aridh (MED)",21,"Sun",0
"Aridh (MED)",21,"Mon",0.8010527064513835
"Aridh (MED)",21,"Tue",0.8010527064513835
"Aridh (MED)",21,"Wed",0
"Aridh (MED)",21,"Thu",3.204210825805534
"Aridh (MED)",21,"Fri",1.602105412902767
"Aridh (MED)",21,"Sat",0
"Aridh (MED)",22,"Sun",0
"Aridh (MED)",22,"Mon",0.8010527064513835
"Aridh (MED)",22,"Tue",3.204210825805534
"Aridh (MED)",22,"Wed",1.602105412902767
"Aridh (MED)",22,"Thu",2.4031581193541505
"Aridh (MED)",22,"Fri",1.602105412902767
"Aridh (MED)",22,"Sat",0.8010527064513835
"Aridh (MED)",23,"Sun",0
"Aridh (MED)",23,"Mon",0
"Aridh (MED)",23,"Tue",0
"Aridh (MED)",23,"Wed",1.602105412902767
"Aridh (MED)",23,"Thu",1.602105412902767
"Aridh (MED)",23,"Fri",3.204210825805534
"Aridh (MED)",23,"Sat",0.8010527064513835
"Arin (Ab)",0,"Sun",1.602105412902767
"Arin (Ab)",0,"Mon",0.8010527064513835
"Arin (Ab)",0,"Tue",0.8010527064513835
"Arin (Ab)",0,"Wed",0
"Arin (Ab)",0,"Thu",1.602105412902767
"Arin (Ab)",0,"Fri",1.602105412902767
"Arin (Ab)",0,"Sat",0.8010527064513835
"Arin (Ab)",1,"Sun",0
"Arin (Ab)",1,"Mon",0
"Arin (Ab)",1,"Tue",0
"Arin (Ab)",1,"Wed",0
"Arin (Ab)",1,"Thu",0
"Arin (Ab)",1,"Fri",0.8010527064513835
"Arin (Ab)",1,"Sat",0
"Arin (Ab)",2,"Sun",0
"Arin (Ab)",2,"Mon",0
"Arin (Ab)",2,"Tue",0
"Arin (Ab)",2,"Wed",0
"Arin (Ab)",2,"Thu",0.8010527064513835
"Arin (Ab)",2,"Fri",0
"Arin (Ab)",2,"Sat",0
"Arin (Ab)",3,"Sun",0
"Arin (Ab)",3,"Mon",0
"Arin (Ab)",3,"Tue",0
"Arin (Ab)",3,"Wed",0
"Arin (Ab)",3,"Thu",0
"Arin (Ab)",3,"Fri",0
"Arin (Ab)",3,"Sat",0
"Arin (Ab)",4,"Sun",0
"Arin (Ab)",4,"Mon",0
"Arin (Ab)",4,"Tue",0
"Arin (Ab)",4,"Wed",0
"Arin (Ab)",4,"Thu",0
"Arin (Ab)",4,"Fri",0
"Arin (Ab)",4,"Sat",0
"Arin (Ab)",5,"Sun",0
"Arin (Ab)",5,"Mon",0
"Arin (Ab)",5,"Tue",0
"Arin (Ab)",5,"Wed",0
"Arin (Ab)",5,"Thu",0
"Arin (Ab)",5,"Fri",0
"Arin (Ab)",5,"Sat",0
"Arin (Ab)",6,"Sun",0
"Arin (Ab)",6,"Mon",0
"Arin (Ab)",6,"Tue",0
"Arin (Ab)",6,"Wed",0
"Arin (Ab)",6,"Thu",0
"Arin (Ab)",6,"Fri",0
"Arin (Ab)",6,"Sat",0
"Arin (Ab)",7,"Sun",0
"Arin (Ab)",7,"Mon",0
"Arin (Ab)",7,"Tue",0
"Arin (Ab)",7,"Wed",0
"Arin (Ab)",7,"Thu",0
"Arin (Ab)",7,"Fri",0
"Arin (Ab)",7,"Sat",0
"Arin (Ab)",8,"Sun",0
"Arin (Ab)",8,"Mon",0
"Arin (Ab)",8,"Tue",0
